4472;TM0K323001646;4;Converting to T-Kom;05.05.2023  10:29:10;3
4473;QTC1231000354;2;Taken to production;05.05.2023  11:15:33;3
4474;QTC1227000097;2;Taken to production;05.05.2023  11:15:33;3
4475;QTC1227000104;2;Taken to production;05.05.2023  11:15:33;3
4476;QTC1227000103;2;Taken to production;05.05.2023  11:15:33;3
4477;QTC1227000102;2;Taken to production;05.05.2023  11:15:33;3
4478;QTC1227000101;2;Taken to production;05.05.2023  11:15:33;3
4479;QTC1227000100;2;Taken to production;05.05.2023  11:15:33;3
4480;QTC1227000090;2;Taken to production;05.05.2023  11:15:33;3
4481;QTC1227000098;2;Taken to production;05.05.2023  11:15:33;3
4482;QTC1227000107;2;Taken to production;05.05.2023  11:15:33;3
4483;QTC1227000096;2;Taken to production;05.05.2023  11:15:33;3
4484;QTC1227000095;2;Taken to production;05.05.2023  11:15:33;3
4485;QTC1227000094;2;Taken to production;05.05.2023  11:15:33;3
4486;QTC1227000093;2;Taken to production;05.05.2023  11:15:33;3
4487;QTC1227000092;2;Taken to production;05.05.2023  11:15:33;3
4488;QTC1227000091;2;Taken to production;05.05.2023  11:15:33;3
4489;QTC1227000099;2;Taken to production;05.05.2023  11:15:33;3
4490;QTC1227000113;2;Taken to production;05.05.2023  11:15:33;3
4491;QTC122B000130;2;Taken to production;05.05.2023  11:15:33;3
4492;QTC122B000129;2;Taken to production;05.05.2023  11:15:33;3
4493;QTC122B000128;2;Taken to production;05.05.2023  11:15:33;3
4494;QTC122B000127;2;Taken to production;05.05.2023  11:15:33;3
4495;QTC1227000125;2;Taken to production;05.05.2023  11:15:33;3
4496;QTC1227000124;2;Taken to production;05.05.2023  11:15:33;3
4497;QTC1227000105;2;Taken to production;05.05.2023  11:15:33;3
4498;QTC1227000122;2;Taken to production;05.05.2023  11:15:33;3
4499;QTC1227000106;2;Taken to production;05.05.2023  11:15:33;3
4500;QTC1227000112;2;Taken to production;05.05.2023  11:15:33;3
4501;QTC1227000111;2;Taken to production;05.05.2023  11:15:33;3
4502;QTC1227000110;2;Taken to production;05.05.2023  11:15:33;3
4503;QTC1227000109;2;Taken to production;05.05.2023  11:15:33;3
4504;QTC1227000108;2;Taken to production;05.05.2023  11:15:33;3
4505;QTC122B000132;2;Taken to production;05.05.2023  11:15:33;3
4506;QTC1227000123;2;Taken to production;05.05.2023  11:15:33;3
4507;QTC121C000047;2;Taken to production;05.05.2023  11:15:33;3
4508;QTC121C000048;2;Taken to production;05.05.2023  11:15:33;3
4509;QTC121C000034;2;Taken to production;05.05.2023  11:15:33;3
4510;QTC121C000049;2;Taken to production;05.05.2023  11:15:33;3
4511;QTC1231000353;2;Taken to production;05.05.2023  11:15:33;3
4512;QTC1231000351;2;Taken to production;05.05.2023  11:15:33;3
4513;QTC1231000350;2;Taken to production;05.05.2023  11:15:33;3
4514;QTC1231000349;2;Taken to production;05.05.2023  11:15:33;3
4515;QTC1231000342;2;Taken to production;05.05.2023  11:15:33;3
4516;QTC1231000341;2;Taken to production;05.05.2023  11:15:33;3
4517;QTC1231000340;2;Taken to production;05.05.2023  11:15:33;3
4518;QTC1231000339;2;Taken to production;05.05.2023  11:15:33;3
4519;QTC1231000338;2;Taken to production;05.05.2023  11:15:33;3
4520;QTC1231000337;2;Taken to production;05.05.2023  11:15:33;3
4521;SYBS123000050;2;Taken to production;10.05.2023  12:33:26;3
4522;SYBS123000049;2;Taken to production;10.05.2023  12:33:26;3
4523;SYBS123000048;2;Taken to production;10.05.2023  12:33:26;3
4524;SYBS123000047;2;Taken to production;10.05.2023  12:33:26;3
4525;SYBS123000046;2;Taken to production;10.05.2023  12:33:26;3
4526;SYBS123000029;2;Taken to production;10.05.2023  12:33:26;3
4527;SYBS123000028;2;Taken to production;10.05.2023  12:33:26;3
4528;SYBS123000027;2;Taken to production;10.05.2023  12:33:26;3
4529;SYBS123000026;2;Taken to production;10.05.2023  12:33:26;3
4530;SYBS123000015;2;Taken to production;10.05.2023  12:33:26;3
4531;SYBS123000014;2;Taken to production;10.05.2023  12:33:26;3
4532;SYBS123000013;2;Taken to production;10.05.2023  12:33:26;3
4538;QTC1227000090;4;Converting to T-Kom;11.05.2023  12:29:10;3
4539;QTC1227000091;4;Converting to T-Kom;11.05.2023  12:29:10;3
4540;QTC1227000092;4;Converting to T-Kom;11.05.2023  12:29:10;3
4541;QTC1227000093;4;Converting to T-Kom;11.05.2023  12:29:10;3
4542;QTC1227000094;4;Converting to T-Kom;11.05.2023  12:29:10;3
4543;QTC1227000095;4;Converting to T-Kom;11.05.2023  12:29:10;3
4544;QTC1227000096;4;Converting to T-Kom;11.05.2023  12:29:10;3
4545;QTC1227000097;4;Converting to T-Kom;11.05.2023  12:29:10;3
4546;QTC1227000098;4;Converting to T-Kom;11.05.2023  12:29:10;3
4547;QTC1227000099;4;Converting to T-Kom;11.05.2023  12:29:10;3
4548;QTC1227000100;4;Converting to T-Kom;11.05.2023  12:29:10;3
4549;QTC1227000101;4;Converting to T-Kom;11.05.2023  12:29:10;3
4550;QTC1227000102;4;Converting to T-Kom;11.05.2023  12:29:10;3
4551;QTC1227000103;4;Converting to T-Kom;11.05.2023  12:29:10;3
4552;QTC1227000104;4;Converting to T-Kom;11.05.2023  12:29:10;3
4553;QTC1227000105;4;Converting to T-Kom;11.05.2023  12:29:10;3
4554;QTC1227000106;4;Converting to T-Kom;11.05.2023  12:29:10;3
4555;QTC1227000107;4;Converting to T-Kom;11.05.2023  12:29:10;3
4556;QTC1227000108;4;Converting to T-Kom;11.05.2023  12:29:10;3
4557;QTC1227000109;4;Converting to T-Kom;11.05.2023  12:29:10;3
4558;QTC1227000110;4;Converting to T-Kom;11.05.2023  12:29:10;3
4559;QTC1227000111;4;Converting to T-Kom;11.05.2023  12:29:10;3
4560;QTC1227000112;4;Converting to T-Kom;11.05.2023  12:29:10;3
4561;QTC1227000113;4;Converting to T-Kom;11.05.2023  12:29:10;3
4562;QTC1227000122;4;Converting to T-Kom;11.05.2023  12:29:10;3
4563;QTC1227000123;4;Converting to T-Kom;11.05.2023  12:29:10;3
4564;QTC1227000124;4;Converting to T-Kom;11.05.2023  12:29:10;3
4565;QTC1227000125;4;Converting to T-Kom;11.05.2023  12:29:10;3
4566;QTC122B000127;4;Converting to T-Kom;11.05.2023  12:29:10;3
4567;QTC122B000128;4;Converting to T-Kom;11.05.2023  12:29:10;3
4568;QTC122B000129;4;Converting to T-Kom;11.05.2023  12:29:10;3
4569;QTC122B000130;4;Converting to T-Kom;11.05.2023  12:29:10;3
4570;QTC122B000132;4;Converting to T-Kom;11.05.2023  12:29:10;3
4571;QTC1231000337;4;Converting to T-Kom;11.05.2023  12:29:10;3
4572;QTC1231000338;4;Converting to T-Kom;11.05.2023  12:29:10;3
4573;QTC1231000339;4;Converting to T-Kom;11.05.2023  12:29:10;3
4574;QTC1231000340;4;Converting to T-Kom;11.05.2023  12:29:10;3
4575;QTC1231000341;4;Converting to T-Kom;11.05.2023  12:29:10;3
4576;QTC1231000342;4;Converting to T-Kom;11.05.2023  12:29:10;3
4577;QTC1231000349;4;Converting to T-Kom;11.05.2023  12:29:10;3
4578;QTC1231000350;4;Converting to T-Kom;11.05.2023  12:29:10;3
4579;QTC1231000351;4;Converting to T-Kom;11.05.2023  12:29:10;3
4580;QTC1231000353;4;Converting to T-Kom;11.05.2023  12:29:10;3
4581;QTC1231000354;4;Converting to T-Kom;11.05.2023  12:29:10;3
4582;QTC121C000049;4;Converting to T-Kom;11.05.2023  12:29:10;3
4583;QTC121C000047;4;Converting to T-Kom;11.05.2023  12:29:10;3
4584;QTC121C000034;4;Converting to T-Kom;11.05.2023  12:29:10;3
4585;QTC121C000048;4;Converting to T-Kom;11.05.2023  12:29:10;3
4586;SYBS123000026;4;Converting to T-Kom;11.05.2023  17:05:23;3
4587;SYBS123000014;4;Converting to T-Kom;11.05.2023  17:05:23;3
